22/1/2019 9:02:44 AM : **********************************************
22/1/2019 9:37:31 AM : **********************************************
22/1/2019 9:37:31 AM : -------Service Start-------
22/1/2019 9:37:31 AM : DateTime: 22/1/2019 9:37:31 AM
22/1/2019 9:37:31 AM : ----------------------------------------------
22/1/2019 9:37:31 AM : ...Started Reading Videos...
22/1/2019 9:37:31 AM : ----------------------------------------------
22/1/2019 9:37:33 AM : 1: SS-SE013
22/1/2019 9:37:33 AM : 2: 
22/1/2019 9:37:33 AM : 3: SP-RT008
22/1/2019 9:37:33 AM : 4: SS-BS006
22/1/2019 9:37:33 AM : 5: SP-BW013
22/1/2019 9:37:33 AM : 6: SS-EM005
22/1/2019 9:37:33 AM : 7: SS-MV007
22/1/2019 9:37:33 AM : 8: SS-SM002
22/1/2019 9:37:33 AM : 9: SC-SN006
22/1/2019 9:37:33 AM : 10: SP-AU005
22/1/2019 9:37:33 AM : 11: SS-DT007
22/1/2019 9:37:33 AM : 12: SS-SV008
22/1/2019 9:37:33 AM : 13: SS-SE014
22/1/2019 9:37:33 AM : 14: SS-SP008
22/1/2019 9:37:33 AM : 15: SS-SV009
22/1/2019 9:37:33 AM : 16: SC-SN007
22/1/2019 9:37:33 AM : 17: SS-BP010
22/1/2019 9:37:33 AM : 18: SS-EM006
22/1/2019 9:37:33 AM : 19: SS-SE015
22/1/2019 9:37:33 AM : 20: SS-BP011
22/1/2019 9:37:33 AM : 21: SP-AU006
22/1/2019 9:37:33 AM : 22: SS-DT008
22/1/2019 9:37:33 AM : 23: SS-SP009
22/1/2019 9:37:33 AM : 24: SP-GV006
22/1/2019 9:37:33 AM : 25: SP-RS004
22/1/2019 9:37:33 AM : 26: 
22/1/2019 9:37:33 AM : 27: SP-AU007
22/1/2019 9:37:33 AM : 28: SP-CE003
22/1/2019 9:37:33 AM : 29: SS-BR009
22/1/2019 9:37:33 AM : 30: SC-SB011
22/1/2019 9:37:33 AM : 31: SP-ME002
22/1/2019 9:37:33 AM : 32: SP-SM005
22/1/2019 9:37:33 AM : 33: SP-ME003
22/1/2019 9:37:33 AM : 34: SP-IT009
22/1/2019 9:37:33 AM : 35: SS-IL005
22/1/2019 9:37:33 AM : 36: SC-SB012
22/1/2019 9:37:33 AM : 37: SC-SB013
22/1/2019 9:37:33 AM : 38: SP-BN008
22/1/2019 9:37:33 AM : 39: SP-FD009
22/1/2019 9:37:33 AM : 40: SP-GV007
22/1/2019 9:37:33 AM : 41: SP-HC009
22/1/2019 9:37:33 AM : 42: SP-HS008
22/1/2019 9:37:33 AM : 43: SP-TT002
22/1/2019 9:37:33 AM : 44: SS-BP012
22/1/2019 9:37:33 AM : 45: SS-IL006
22/1/2019 9:37:33 AM : 46: SS-YM006
22/1/2019 9:37:33 AM : 47: 
22/1/2019 9:37:33 AM : 48: SS-BC010
22/1/2019 9:37:33 AM : 49: MP-PS002
22/1/2019 9:37:33 AM : 50: SP-HS009
22/1/2019 9:37:33 AM : 51: SP-SM006
22/1/2019 9:37:33 AM : 52: SS-BR010
22/1/2019 9:37:33 AM : 53: 
22/1/2019 9:37:33 AM : 54: SP-FP012
22/1/2019 9:37:33 AM : 55: SS-EM007
22/1/2019 9:37:33 AM : 56: SS-SE016
22/1/2019 9:37:33 AM : 57: SP-HS010
22/1/2019 9:37:33 AM : 58: 
22/1/2019 9:37:33 AM : 59: SP-RT009
22/1/2019 9:37:33 AM : 60: SS-DT009
22/1/2019 9:37:33 AM : 61: SS-SM003
22/1/2019 9:37:33 AM : 62: 
22/1/2019 9:37:33 AM : 63: SC-SB014
22/1/2019 9:37:33 AM : 64: SP-BA004
22/1/2019 9:37:33 AM : 65: SS-CR004
22/1/2019 9:37:33 AM : 66: SP-FP013
22/1/2019 9:37:33 AM : 67: SP-BN009
22/1/2019 9:37:33 AM : 68: SP-BN010
22/1/2019 9:37:33 AM : 69: SS-BR011
22/1/2019 9:37:33 AM : 70: SS-SS013
22/1/2019 9:37:33 AM : 71: SP-AU008
22/1/2019 9:37:33 AM : 72: SP-BN011
22/1/2019 9:37:33 AM : 73: SP-CE004
22/1/2019 9:37:33 AM : 74: SS-BC011
22/1/2019 9:37:33 AM : 75: SS-BP013
22/1/2019 9:37:33 AM : 76: SS-BR012
22/1/2019 9:37:33 AM : 77: SS-BS007
22/1/2019 9:37:33 AM : 78: SS-BS008
22/1/2019 9:37:33 AM : 79: SS-EM008
22/1/2019 9:37:33 AM : 80: SS-EM009
22/1/2019 9:37:33 AM : 81: SS-SV010
22/1/2019 9:37:33 AM : 82: SC-EB005
22/1/2019 9:37:33 AM : 83: SC-SB015
22/1/2019 9:37:33 AM : 84: SC-SN008
22/1/2019 9:37:33 AM : 85: SP-AU009
22/1/2019 9:37:33 AM : 86: SP-BN012
22/1/2019 9:37:33 AM : 87: SP-BN013
22/1/2019 9:37:33 AM : 88: SP-FD010
22/1/2019 9:37:33 AM : 89: SP-HC010
22/1/2019 9:37:33 AM : 90: SP-IT010
22/1/2019 9:37:33 AM : 91: SP-OT005
22/1/2019 9:37:33 AM : 92: SP-SM007
22/1/2019 9:37:33 AM : 93: SP-SM008
22/1/2019 9:37:33 AM : 94: SP-TT003
22/1/2019 9:37:33 AM : 95: SP-TT004
22/1/2019 9:37:33 AM : 96: SS-AB006
22/1/2019 9:37:33 AM : 97: SS-AB007
22/1/2019 9:37:33 AM : 98: SS-BB008
22/1/2019 9:37:33 AM : 99: SS-BC012
22/1/2019 9:37:33 AM : 100: SS-BR013
22/1/2019 9:37:33 AM : 101: SS-BS009
22/1/2019 9:37:33 AM : 102: SS-BS010
22/1/2019 9:37:33 AM : 103: SS-BS011
22/1/2019 9:37:33 AM : 104: SS-CR005
22/1/2019 9:37:33 AM : 105: SS-CR006
22/1/2019 9:37:33 AM : 106: SS-DT010
22/1/2019 9:37:33 AM : 107: SS-IL007
22/1/2019 9:37:33 AM : 108: SS-SE017
22/1/2019 9:37:33 AM : 109: SS-SE018
22/1/2019 9:37:33 AM : 110: SS-SM004
22/1/2019 9:37:33 AM : 111: SS-SP010
22/1/2019 9:37:33 AM : 112: 
22/1/2019 9:37:33 AM : 113: SP-GV008
22/1/2019 9:37:33 AM : 114: SP-FD011
22/1/2019 9:37:33 AM : 115: SC-SB016
22/1/2019 9:37:33 AM : 116: SP-FD012
22/1/2019 9:37:33 AM : 117: SS-BP014
22/1/2019 9:37:33 AM : 118: SS-BR014
22/1/2019 9:37:33 AM : 119: SS-IL008
22/1/2019 9:37:33 AM : 120: SS-MP001
22/1/2019 9:37:33 AM : 121: SS-SE019
22/1/2019 9:37:33 AM : 122: SS-SP011
22/1/2019 9:37:33 AM : 123: SS-BP015
22/1/2019 9:37:33 AM : 124: SS-EM010
22/1/2019 9:37:33 AM : 125: SC-SN009
22/1/2019 9:37:33 AM : 126: SP-SM009
22/1/2019 9:37:33 AM : 127: SP-HC011
22/1/2019 9:37:33 AM : 128: SS-SS014
22/1/2019 9:37:33 AM : 129: SP-BA005
22/1/2019 9:37:33 AM : 130: SP-BN014
22/1/2019 9:37:33 AM : 131: SP-FD013
22/1/2019 9:37:33 AM : 132: SS-MP002
22/1/2019 9:37:33 AM : 133: SS-MV008
22/1/2019 9:37:33 AM : 134: SS-SP012
22/1/2019 9:37:33 AM : 135: SP-OT006
22/1/2019 9:37:33 AM : 136: SP-OT007
22/1/2019 9:37:33 AM : 137: SS-BC013
22/1/2019 9:37:33 AM : 138: SS-BC014
22/1/2019 9:37:33 AM : 139: SS-SE020
22/1/2019 9:37:33 AM : 140: SC-SB017
22/1/2019 9:37:33 AM : 141: SS-SE021
22/1/2019 9:37:33 AM : 142: MP-PS003
22/1/2019 9:37:33 AM : 143: SP-FP014
22/1/2019 9:37:33 AM : 144: SS-BR015
22/1/2019 9:37:33 AM : 145: SS-CR007
22/1/2019 9:37:33 AM : 146: SP-HC012
22/1/2019 9:37:33 AM : 147: SP-HC013
22/1/2019 9:37:33 AM : 148: SP-GV009
22/1/2019 9:37:33 AM : 149: SP-GV010
22/1/2019 9:37:33 AM : 150: SP-HC014
22/1/2019 9:37:33 AM : 151: SP-BW014
22/1/2019 9:37:33 AM : 152: SP-BW015
22/1/2019 9:37:33 AM : 153: SS-SM005
22/1/2019 9:37:33 AM : 154: SS-SP013
22/1/2019 9:37:33 AM : 155: SS-MV009
22/1/2019 9:37:33 AM : 156: SP-CE005
22/1/2019 9:37:33 AM : 157: SS-BC015
22/1/2019 9:37:33 AM : 158: SP-BN015
22/1/2019 9:37:33 AM : 159: SP-CE006
22/1/2019 9:37:33 AM : 160: SS-SE022
22/1/2019 9:37:33 AM : 161: 
22/1/2019 9:37:33 AM : 162: SS-SE023
22/1/2019 9:37:33 AM : 163: SS-BC016
22/1/2019 9:37:33 AM : 164: MP-PS004
22/1/2019 9:37:33 AM : 165: SC-SB018
22/1/2019 9:37:33 AM : 166: SP-HS011
22/1/2019 9:37:33 AM : 167: MP-PS005
22/1/2019 9:37:33 AM : 168: SS-SE024
22/1/2019 9:37:33 AM : 169: 
22/1/2019 9:37:33 AM : 170: SS-DT011
22/1/2019 9:37:33 AM : 171: SS-DT012
22/1/2019 9:37:33 AM : 172: 
22/1/2019 9:37:33 AM : 173: SS-BP016
22/1/2019 9:37:33 AM : 174: SP-RT010
22/1/2019 9:37:33 AM : 175: SP-HC015
22/1/2019 9:37:33 AM : 176: SP-BW016
22/1/2019 9:37:33 AM : 177: SP-FP015
22/1/2019 9:37:33 AM : 178: SP-SM010
22/1/2019 9:37:33 AM : 179: SS-DT013
22/1/2019 9:37:33 AM : 180: SS-SM006
22/1/2019 9:37:33 AM : 181: SC-SN010
22/1/2019 9:37:33 AM : 182: SP-GV011
22/1/2019 9:37:33 AM : 183: SP-FD014
22/1/2019 9:37:33 AM : 184: SP-RS005
22/1/2019 9:37:33 AM : 185: SP-BN016
22/1/2019 9:37:33 AM : 186: SC-SB019
22/1/2019 9:37:33 AM : 187: SP-HS012
22/1/2019 9:37:33 AM : 188: 
22/1/2019 9:37:33 AM : 189: SP-RT011
22/1/2019 9:37:33 AM : 190: SP-RT012
22/1/2019 9:37:33 AM : 191: SP-FP016
22/1/2019 9:37:33 AM : 192: SP-TT005
22/1/2019 9:37:33 AM : 193: SS-BC017
22/1/2019 9:37:33 AM : 194: SS-BS012
22/1/2019 9:37:33 AM : 195: SS-BS013
22/1/2019 9:37:33 AM : 196: SS-EM011
22/1/2019 9:37:33 AM : 197: SS-EM012
22/1/2019 9:37:33 AM : 198: SS-SV011
22/1/2019 9:37:33 AM : 199: SP-FD015
22/1/2019 9:37:33 AM : 200: SP-FP017
22/1/2019 9:37:33 AM : 201: 
22/1/2019 9:37:33 AM : 202: SP-HC016
22/1/2019 9:37:33 AM : 203: SP-OT008
22/1/2019 9:37:33 AM : 204: SS-BC018
22/1/2019 9:37:33 AM : 205: SS-CR008
22/1/2019 9:37:33 AM : 206: SS-EM013
22/1/2019 9:37:33 AM : 207: SS-DT014
22/1/2019 9:37:33 AM : 208: SP-RT013
22/1/2019 9:37:33 AM : 209: SP-RT014
22/1/2019 9:37:33 AM : 210: SS-MP003
22/1/2019 9:37:33 AM : 211: SS-MV010
22/1/2019 9:37:33 AM : 212: SS-SE025
22/1/2019 9:37:33 AM : 213: SS-SE026
22/1/2019 9:37:33 AM : 214: SS-SS015
22/1/2019 9:37:33 AM : 215: SS-BP017
22/1/2019 9:37:33 AM : 216: SS-BP018
22/1/2019 9:37:33 AM : 217: SS-SE027
22/1/2019 9:37:33 AM : 218: SS-SP014
22/1/2019 9:37:33 AM : 219: SS-DT015
22/1/2019 9:37:33 AM : 220: SS-BC019
22/1/2019 9:37:33 AM : 221: SS-BP019
22/1/2019 9:37:33 AM : 222: SP-FD016
22/1/2019 9:37:33 AM : 223: SP-FD017
22/1/2019 9:37:33 AM : 224: SP-HS013
22/1/2019 9:37:33 AM : 225: SS-SP015
22/1/2019 9:37:33 AM : 226: SP-SM011
22/1/2019 9:37:33 AM : 227: SS-MV011
22/1/2019 9:37:33 AM : 228: SC-SB020
22/1/2019 9:37:33 AM : 229: SP-HS014
22/1/2019 9:37:33 AM : 230: SP-OT009
22/1/2019 9:37:33 AM : 231: SS-BC020
22/1/2019 9:37:33 AM : 232: SP-BW017
22/1/2019 9:37:33 AM : 233: SP-BN017
22/1/2019 9:37:33 AM : 234: SS-SE028
22/1/2019 9:37:33 AM : 235: SS-EM014
22/1/2019 9:37:33 AM : 236: SP-FD018
22/1/2019 9:37:33 AM : 237: SP-TT006
22/1/2019 9:37:33 AM : 238: SP-HS015
22/1/2019 9:37:33 AM : 239: SP-BN018
22/1/2019 9:37:33 AM : 240: SS-BP020
22/1/2019 9:37:33 AM : 241: SS-MP004
22/1/2019 9:37:33 AM : 242: SS-YM007
22/1/2019 9:37:33 AM : 243: SS-IL009
22/1/2019 9:37:33 AM : 244: SP-BN019
22/1/2019 9:37:33 AM : 245: SS-SE029
22/1/2019 9:37:33 AM : 246: 
22/1/2019 9:37:33 AM : 247: SS-SE030
22/1/2019 9:37:33 AM : 248: SS-YM008
22/1/2019 9:37:33 AM : 249: SP-TT007
22/1/2019 9:37:33 AM : 250: SS-DG009
22/1/2019 9:37:33 AM : 1: SP-BW005_CreativeMaterials_Video.mp4=>SP-BW005
22/1/2019 9:37:34 AM : 2: SS-BS008_CreativeMaterials_Video.mp4=>SS-BS008
22/1/2019 9:38:57 AM : **********************************************
22/1/2019 9:38:57 AM : -------Service Start-------
22/1/2019 9:38:57 AM : DateTime: 22/1/2019 9:38:57 AM
22/1/2019 9:39:00 AM : ----------------------------------------------
22/1/2019 9:39:00 AM : ...Started Reading Videos...
22/1/2019 9:39:00 AM : ----------------------------------------------
22/1/2019 9:39:01 AM : 1: SS-SE013
22/1/2019 9:39:01 AM : 2: 
22/1/2019 9:39:01 AM : 3: SP-RT008
22/1/2019 9:39:01 AM : 4: SS-BS006
22/1/2019 9:39:01 AM : 5: SP-BW013
22/1/2019 9:39:01 AM : 6: SS-EM005
22/1/2019 9:39:01 AM : 7: SS-MV007
22/1/2019 9:39:01 AM : 8: SS-SM002
22/1/2019 9:39:01 AM : 9: SC-SN006
22/1/2019 9:39:01 AM : 10: SP-AU005
22/1/2019 9:39:01 AM : 11: SS-DT007
22/1/2019 9:39:01 AM : 12: SS-SV008
22/1/2019 9:39:01 AM : 13: SS-SE014
22/1/2019 9:39:01 AM : 14: SS-SP008
22/1/2019 9:39:01 AM : 15: SS-SV009
22/1/2019 9:39:01 AM : 16: SC-SN007
22/1/2019 9:39:01 AM : 17: SS-BP010
22/1/2019 9:39:01 AM : 18: SS-EM006
22/1/2019 9:39:01 AM : 19: SS-SE015
22/1/2019 9:39:01 AM : 20: SS-BP011
22/1/2019 9:39:01 AM : 21: SP-AU006
22/1/2019 9:39:01 AM : 22: SS-DT008
22/1/2019 9:39:01 AM : 23: SS-SP009
22/1/2019 9:39:01 AM : 24: SP-GV006
22/1/2019 9:39:01 AM : 25: SP-RS004
22/1/2019 9:39:01 AM : 26: 
22/1/2019 9:39:01 AM : 27: SP-AU007
22/1/2019 9:39:01 AM : 28: SP-CE003
22/1/2019 9:39:01 AM : 29: SS-BR009
22/1/2019 9:39:01 AM : 30: SC-SB011
22/1/2019 9:39:01 AM : 31: SP-ME002
22/1/2019 9:39:01 AM : 32: SP-SM005
22/1/2019 9:39:01 AM : 33: SP-ME003
22/1/2019 9:39:01 AM : 34: SP-IT009
22/1/2019 9:39:01 AM : 35: SS-IL005
22/1/2019 9:39:01 AM : 36: SC-SB012
22/1/2019 9:39:01 AM : 37: SC-SB013
22/1/2019 9:39:01 AM : 38: SP-BN008
22/1/2019 9:39:01 AM : 39: SP-FD009
22/1/2019 9:39:01 AM : 40: SP-GV007
22/1/2019 9:39:01 AM : 41: SP-HC009
22/1/2019 9:39:01 AM : 42: SP-HS008
22/1/2019 9:39:01 AM : 43: SP-TT002
22/1/2019 9:39:01 AM : 44: SS-BP012
22/1/2019 9:39:01 AM : 45: SS-IL006
22/1/2019 9:39:01 AM : 46: SS-YM006
22/1/2019 9:39:01 AM : 47: 
22/1/2019 9:39:01 AM : 48: SS-BC010
22/1/2019 9:39:01 AM : 49: MP-PS002
22/1/2019 9:39:01 AM : 50: SP-HS009
22/1/2019 9:39:01 AM : 51: SP-SM006
22/1/2019 9:39:01 AM : 52: SS-BR010
22/1/2019 9:39:01 AM : 53: 
22/1/2019 9:39:01 AM : 54: SP-FP012
22/1/2019 9:39:01 AM : 55: SS-EM007
22/1/2019 9:39:01 AM : 56: SS-SE016
22/1/2019 9:39:01 AM : 57: SP-HS010
22/1/2019 9:39:01 AM : 58: 
22/1/2019 9:39:01 AM : 59: SP-RT009
22/1/2019 9:39:01 AM : 60: SS-DT009
22/1/2019 9:39:01 AM : 61: SS-SM003
22/1/2019 9:39:01 AM : 62: 
22/1/2019 9:39:01 AM : 63: SC-SB014
22/1/2019 9:39:01 AM : 64: SP-BA004
22/1/2019 9:39:01 AM : 65: SS-CR004
22/1/2019 9:39:01 AM : 66: SP-FP013
22/1/2019 9:39:01 AM : 67: SP-BN009
22/1/2019 9:39:01 AM : 68: SP-BN010
22/1/2019 9:39:01 AM : 69: SS-BR011
22/1/2019 9:39:01 AM : 70: SS-SS013
22/1/2019 9:39:01 AM : 71: SP-AU008
22/1/2019 9:39:01 AM : 72: SP-BN011
22/1/2019 9:39:01 AM : 73: SP-CE004
22/1/2019 9:39:01 AM : 74: SS-BC011
22/1/2019 9:39:01 AM : 75: SS-BP013
22/1/2019 9:39:01 AM : 76: SS-BR012
22/1/2019 9:39:01 AM : 77: SS-BS007
22/1/2019 9:39:01 AM : 78: SS-BS008
22/1/2019 9:39:01 AM : 79: SS-EM008
22/1/2019 9:39:01 AM : 80: SS-EM009
22/1/2019 9:39:01 AM : 81: SS-SV010
22/1/2019 9:39:01 AM : 82: SC-EB005
22/1/2019 9:39:01 AM : 83: SC-SB015
22/1/2019 9:39:01 AM : 84: SC-SN008
22/1/2019 9:39:01 AM : 85: SP-AU009
22/1/2019 9:39:01 AM : 86: SP-BN012
22/1/2019 9:39:01 AM : 87: SP-BN013
22/1/2019 9:39:01 AM : 88: SP-FD010
22/1/2019 9:39:01 AM : 89: SP-HC010
22/1/2019 9:39:01 AM : 90: SP-IT010
22/1/2019 9:39:01 AM : 91: SP-OT005
22/1/2019 9:39:01 AM : 92: SP-SM007
22/1/2019 9:39:01 AM : 93: SP-SM008
22/1/2019 9:39:01 AM : 94: SP-TT003
22/1/2019 9:39:01 AM : 95: SP-TT004
22/1/2019 9:39:01 AM : 96: SS-AB006
22/1/2019 9:39:01 AM : 97: SS-AB007
22/1/2019 9:39:01 AM : 98: SS-BB008
22/1/2019 9:39:01 AM : 99: SS-BC012
22/1/2019 9:39:01 AM : 100: SS-BR013
22/1/2019 9:39:01 AM : 101: SS-BS009
22/1/2019 9:39:01 AM : 102: SS-BS010
22/1/2019 9:39:01 AM : 103: SS-BS011
22/1/2019 9:39:01 AM : 104: SS-CR005
22/1/2019 9:39:01 AM : 105: SS-CR006
22/1/2019 9:39:01 AM : 106: SS-DT010
22/1/2019 9:39:01 AM : 107: SS-IL007
22/1/2019 9:39:01 AM : 108: SS-SE017
22/1/2019 9:39:01 AM : 109: SS-SE018
22/1/2019 9:39:01 AM : 110: SS-SM004
22/1/2019 9:39:01 AM : 111: SS-SP010
22/1/2019 9:39:01 AM : 112: 
22/1/2019 9:39:01 AM : 113: SP-GV008
22/1/2019 9:39:01 AM : 114: SP-FD011
22/1/2019 9:39:01 AM : 115: SC-SB016
22/1/2019 9:39:01 AM : 116: SP-FD012
22/1/2019 9:39:01 AM : 117: SS-BP014
22/1/2019 9:39:01 AM : 118: SS-BR014
22/1/2019 9:39:01 AM : 119: SS-IL008
22/1/2019 9:39:01 AM : 120: SS-MP001
22/1/2019 9:39:01 AM : 121: SS-SE019
22/1/2019 9:39:01 AM : 122: SS-SP011
22/1/2019 9:39:01 AM : 123: SS-BP015
22/1/2019 9:39:01 AM : 124: SS-EM010
22/1/2019 9:39:01 AM : 125: SC-SN009
22/1/2019 9:39:01 AM : 126: SP-SM009
22/1/2019 9:39:01 AM : 127: SP-HC011
22/1/2019 9:39:01 AM : 128: SS-SS014
22/1/2019 9:39:01 AM : 129: SP-BA005
22/1/2019 9:39:01 AM : 130: SP-BN014
22/1/2019 9:39:01 AM : 131: SP-FD013
22/1/2019 9:39:01 AM : 132: SS-MP002
22/1/2019 9:39:01 AM : 133: SS-MV008
22/1/2019 9:39:01 AM : 134: SS-SP012
22/1/2019 9:39:01 AM : 135: SP-OT006
22/1/2019 9:39:01 AM : 136: SP-OT007
22/1/2019 9:39:01 AM : 137: SS-BC013
22/1/2019 9:39:01 AM : 138: SS-BC014
22/1/2019 9:39:01 AM : 139: SS-SE020
22/1/2019 9:39:01 AM : 140: SC-SB017
22/1/2019 9:39:01 AM : 141: SS-SE021
22/1/2019 9:39:01 AM : 142: MP-PS003
22/1/2019 9:39:01 AM : 143: SP-FP014
22/1/2019 9:39:01 AM : 144: SS-BR015
22/1/2019 9:39:01 AM : 145: SS-CR007
22/1/2019 9:39:01 AM : 146: SP-HC012
22/1/2019 9:39:01 AM : 147: SP-HC013
22/1/2019 9:39:01 AM : 148: SP-GV009
22/1/2019 9:39:01 AM : 149: SP-GV010
22/1/2019 9:39:01 AM : 150: SP-HC014
22/1/2019 9:39:01 AM : 151: SP-BW014
22/1/2019 9:39:01 AM : 152: SP-BW015
22/1/2019 9:39:01 AM : 153: SS-SM005
22/1/2019 9:39:01 AM : 154: SS-SP013
22/1/2019 9:39:01 AM : 155: SS-MV009
22/1/2019 9:39:01 AM : 156: SP-CE005
22/1/2019 9:39:01 AM : 157: SS-BC015
22/1/2019 9:39:01 AM : 158: SP-BN015
22/1/2019 9:39:01 AM : 159: SP-CE006
22/1/2019 9:39:01 AM : 160: SS-SE022
22/1/2019 9:39:01 AM : 161: 
22/1/2019 9:39:01 AM : 162: SS-SE023
22/1/2019 9:39:01 AM : 163: SS-BC016
22/1/2019 9:39:01 AM : 164: MP-PS004
22/1/2019 9:39:01 AM : 165: SC-SB018
22/1/2019 9:39:01 AM : 166: SP-HS011
22/1/2019 9:39:01 AM : 167: MP-PS005
22/1/2019 9:39:01 AM : 168: SS-SE024
22/1/2019 9:39:01 AM : 169: 
22/1/2019 9:39:01 AM : 170: SS-DT011
22/1/2019 9:39:01 AM : 171: SS-DT012
22/1/2019 9:39:01 AM : 172: 
22/1/2019 9:39:01 AM : 173: SS-BP016
22/1/2019 9:39:01 AM : 174: SP-RT010
22/1/2019 9:39:01 AM : 175: SP-HC015
22/1/2019 9:39:01 AM : 176: SP-BW016
22/1/2019 9:39:01 AM : 177: SP-FP015
22/1/2019 9:39:01 AM : 178: SP-SM010
22/1/2019 9:39:01 AM : 179: SS-DT013
22/1/2019 9:39:01 AM : 180: SS-SM006
22/1/2019 9:39:01 AM : 181: SC-SN010
22/1/2019 9:39:01 AM : 182: SP-GV011
22/1/2019 9:39:01 AM : 183: SP-FD014
22/1/2019 9:39:01 AM : 184: SP-RS005
22/1/2019 9:39:01 AM : 185: SP-BN016
22/1/2019 9:39:01 AM : 186: SC-SB019
22/1/2019 9:39:01 AM : 187: SP-HS012
22/1/2019 9:39:01 AM : 188: 
22/1/2019 9:39:01 AM : 189: SP-RT011
22/1/2019 9:39:01 AM : 190: SP-RT012
22/1/2019 9:39:01 AM : 191: SP-FP016
22/1/2019 9:39:01 AM : 192: SP-TT005
22/1/2019 9:39:01 AM : 193: SS-BC017
22/1/2019 9:39:01 AM : 194: SS-BS012
22/1/2019 9:39:01 AM : 195: SS-BS013
22/1/2019 9:39:01 AM : 196: SS-EM011
22/1/2019 9:39:01 AM : 197: SS-EM012
22/1/2019 9:39:01 AM : 198: SS-SV011
22/1/2019 9:39:01 AM : 199: SP-FD015
22/1/2019 9:39:01 AM : 200: SP-FP017
22/1/2019 9:39:01 AM : 201: 
22/1/2019 9:39:01 AM : 202: SP-HC016
22/1/2019 9:39:01 AM : 203: SP-OT008
22/1/2019 9:39:01 AM : 204: SS-BC018
22/1/2019 9:39:01 AM : 205: SS-CR008
22/1/2019 9:39:01 AM : 206: SS-EM013
22/1/2019 9:39:01 AM : 207: SS-DT014
22/1/2019 9:39:01 AM : 208: SP-RT013
22/1/2019 9:39:01 AM : 209: SP-RT014
22/1/2019 9:39:01 AM : 210: SS-MP003
22/1/2019 9:39:01 AM : 211: SS-MV010
22/1/2019 9:39:01 AM : 212: SS-SE025
22/1/2019 9:39:01 AM : 213: SS-SE026
22/1/2019 9:39:01 AM : 214: SS-SS015
22/1/2019 9:39:01 AM : 215: SS-BP017
22/1/2019 9:39:01 AM : 216: SS-BP018
22/1/2019 9:39:01 AM : 217: SS-SE027
22/1/2019 9:39:01 AM : 218: SS-SP014
22/1/2019 9:39:01 AM : 219: SS-DT015
22/1/2019 9:39:01 AM : 220: SS-BC019
22/1/2019 9:39:01 AM : 221: SS-BP019
22/1/2019 9:39:01 AM : 222: SP-FD016
22/1/2019 9:39:01 AM : 223: SP-FD017
22/1/2019 9:39:01 AM : 224: SP-HS013
22/1/2019 9:39:01 AM : 225: SS-SP015
22/1/2019 9:39:01 AM : 226: SP-SM011
22/1/2019 9:39:01 AM : 227: SS-MV011
22/1/2019 9:39:01 AM : 228: SC-SB020
22/1/2019 9:39:01 AM : 229: SP-HS014
22/1/2019 9:39:01 AM : 230: SP-OT009
22/1/2019 9:39:01 AM : 231: SS-BC020
22/1/2019 9:39:01 AM : 232: SP-BW017
22/1/2019 9:39:01 AM : 233: SP-BN017
22/1/2019 9:39:01 AM : 234: SS-SE028
22/1/2019 9:39:01 AM : 235: SS-EM014
22/1/2019 9:39:01 AM : 236: SP-FD018
22/1/2019 9:39:01 AM : 237: SP-TT006
22/1/2019 9:39:01 AM : 238: SP-HS015
22/1/2019 9:39:01 AM : 239: SP-BN018
22/1/2019 9:39:01 AM : 240: SS-BP020
22/1/2019 9:39:01 AM : 241: SS-MP004
22/1/2019 9:39:01 AM : 242: SS-YM007
22/1/2019 9:39:01 AM : 243: SS-IL009
22/1/2019 9:39:01 AM : 244: SP-BN019
22/1/2019 9:39:01 AM : 245: SS-SE029
22/1/2019 9:39:01 AM : 246: 
22/1/2019 9:39:01 AM : 247: SS-SE030
22/1/2019 9:39:01 AM : 248: SS-YM008
22/1/2019 9:39:01 AM : 249: SP-TT007
22/1/2019 9:39:01 AM : 250: SS-DG009
22/1/2019 9:39:01 AM : 1: SP-BW005_CreativeMaterials_Video.mp4=>SP-BW005
22/1/2019 9:39:01 AM : 2: SS-BS008_CreativeMaterials_Video.mp4=>SS-BS008
22/1/2019 9:39:48 AM : **********************************************
22/1/2019 9:39:48 AM : -------Service Start-------
22/1/2019 9:39:48 AM : DateTime: 22/1/2019 9:39:48 AM
22/1/2019 9:39:49 AM : ----------------------------------------------
22/1/2019 9:39:49 AM : ...Started Reading Videos...
22/1/2019 9:39:49 AM : ----------------------------------------------
22/1/2019 9:39:50 AM : 1: SS-SE013
22/1/2019 9:39:50 AM : 2: 
22/1/2019 9:39:50 AM : 3: SP-RT008
22/1/2019 9:39:50 AM : 4: SS-BS006
22/1/2019 9:39:50 AM : 5: SP-BW013
22/1/2019 9:39:50 AM : 6: SS-EM005
22/1/2019 9:39:50 AM : 7: SS-MV007
22/1/2019 9:39:50 AM : 8: SS-SM002
22/1/2019 9:39:50 AM : 9: SC-SN006
22/1/2019 9:39:50 AM : 10: SP-AU005
22/1/2019 9:39:50 AM : 11: SS-DT007
22/1/2019 9:39:50 AM : 12: SS-SV008
22/1/2019 9:39:50 AM : 13: SS-SE014
22/1/2019 9:39:50 AM : 14: SS-SP008
22/1/2019 9:39:50 AM : 15: SS-SV009
22/1/2019 9:39:50 AM : 16: SC-SN007
